id,text,labels_set,tokenized_text
3827,"Чолпон-Атадагы ат майданды жана Тарых музейин калыбына келтирүү тууралуу иш сотко өттү. Сотто Айбек Эрнис уулу төрагалык кылат. Эске салсак, ал 2017-жылы «Ата Мекен» партиясынын лидери Өмүрбек Текебаев менен ӨКМнын мурунку башчысы Дүйшөнкул Чотоновго карата өкүм чыгарган.
Тектеш
 Тарых музейин оңдоо боюнча кылмыш ишин иликтөө аяктады
 
«Кеп Соода-өндүрүштүк палатасынын экспертизасынын актысы тууралуу болуп жатат. Кайсыл бир эксперт бир канча соода жайларынын реализаторлорунан Тарых музейине колдонулган товарга окшош товарлардын баасын оозеки түрдөсураптыр. Соода-өндүрүштүк палатасы тууралуу мыйзамда жана уставда палата товарлардын сапаты, саны жана бүтүндүгү боюнча гана экспертиза жүргүзө алат деп жазылат. Базар баасынын деңгээлин аныктоо алардын компетенциясына кирбейт. Мындан сырткары экспертиза тергөөчү тапшырма бергенге чейин жарым жыл мурда жасалган», -деди жактоочу.
Айтымында, бул орой катачылык. Мындан улам ал соттун чечимине доо арыз берди.
Эске салсак, Улуттук тарых музейин оңдоо боюнча Сапар Исаков, Мира Карыбаева, Алмазбек Абдыкаров, Айдарбек Мендеев, Улукбек Матисаков жана Шайбек Атабековго «Жемкорлук» беренеси менен айып тагылган. Кийин Тарых музейи менен Чолпон-Атадагы ипподромду оңдоо иштери бириктирилген. ","law and crime,culture","Чолпон-Атадагы ат майданды жана Тарых музейин калыбына келтирүү тууралуу иш сотко өттү . Сотто Айбек Эрнис уулу төрагалык кылат . Эске салсак , ал 2017- жылы « Ата Мекен » партиясынын лидери Өмүрбек Текебаев менен ӨКМнын мурунку башчысы Дүйшөнкул Чотоновго карата өкүм чыгарган . Тектеш Тарых музейин оңдоо боюнча кылмыш ишин иликтөө аяктады « Кеп Соода - өндүрүштүк палатасынын экспертизасынын актысы тууралуу болуп жатат . Кайсыл бир эксперт бир канча соода жайларынын реализаторлорунан Тарых музейине колдонулган товарга окшош товарлардын баасын оозеки түрдөсураптыр . Соода - өндүрүштүк палатасы тууралуу мыйзамда жана уставда палата товарлардын сапаты , саны жана бүтүндүгү боюнча гана экспертиза жүргүзө алат деп жазылат . Базар баасынын деңгээлин аныктоо алардын компетенциясына кирбейт . Мындан сырткары экспертиза тергөөчү тапшырма бергенге чейин жарым жыл мурда жасалган » , - деди жактоочу . Айтымында , бул орой катачылык . Мындан улам ал соттун чечимине доо арыз берди . Эске салсак , Улуттук тарых музейин оңдоо боюнча Сапар Исаков , Мира Карыбаева , Алмазбек Абдыкаров , Айдарбек Мендеев , Улукбек Матисаков жана Шайбек Атабековго « Жемкорлук » беренеси менен айып тагылган . Кийин Тарых музейи менен Чолпон-Атадагы ипподромду оңдоо иштери бириктирилген ."
22158,"Тажикстандын Дангара районундагы туристтерге кол салуу болгон Себистон айлында эстелик-велосипед орнотулат. Эстеликти «Рахш Такси» компаниясы жасатууда. Дангара-Дүйшөмбү жолунда каза болгон туристтердин элесине арналган «Тажикстандыктар сиздер менен!» аттуу веломарафон да өтөт. Бул тууралуу Азаттык жазып чыкты.
«Эстеликти ачуу менен биз Дангарадагы кол салуунун курмандыктарына урмат көрсөтөбүз. Тажиктер меймандос калк болгонун жана боло берерин, Тажикстан туристтер жана саякатчылар үчүн коопсуз өлкө бойдон каларын айткыбыз келет», — деди компаниянын басма сөз катчысы Содикджон Зарифи.
29-июлда Дангара районунда кылмышкерлер велосипедчен чет өлкөлүк туристтердин тобун автоунаа менен сүздүрүшкөн. Анда Голландия менен Швейцариянын бирден жана АКШнын эки жараны мерт болгон, дагы үч чет өлкөлүк жараат алган. Тажикстандын ички иштер министри автоунаадагы адамдар туристтерди сүздүргөндөн кийин аларга курал жана бычак менен кол салганын билдирген.
Шектүүлөрдү кармоо операциясында беш киши жок кылынган. Кол салуу үчүн жоопкерчиликти «Ислам мамлекети» экстремисттик тобу өзүнө алган.",foreign affairs,"Тажикстандын Дангара районундагы туристтерге кол салуу болгон Себистон айлында эстелик - велосипед орнотулат . Эстеликти « Рахш Такси » компаниясы жасатууда . Дангара - Дүйшөмбү жолунда каза болгон туристтердин элесине арналган « Тажикстандыктар сиздер менен ! » аттуу веломарафон да өтөт . Бул тууралуу Азаттык жазып чыкты . « Эстеликти ачуу менен биз Дангарадагы кол салуунун курмандыктарына урмат көрсөтөбүз . Тажиктер меймандос калк болгонун жана боло берерин , Тажикстан туристтер жана саякатчылар үчүн коопсуз өлкө бойдон каларын айткыбыз келет » , — деди компаниянын басма сөз катчысы Содикджон Зарифи . 29- июлда Дангара районунда кылмышкерлер велосипедчен чет өлкөлүк туристтердин тобун автоунаа менен сүздүрүшкөн . Анда Голландия менен Швейцариянын бирден жана АКШнын эки жараны мерт болгон , дагы үч чет өлкөлүк жараат алган . Тажикстандын ички иштер министри автоунаадагы адамдар туристтерди сүздүргөндөн кийин аларга курал жана бычак менен кол салганын билдирген . Шектүүлөрдү кармоо операциясында беш киши жок кылынган . Кол салуу үчүн жоопкерчиликти « Ислам мамлекети » экстремисттик тобу өзүнө алган ."
19170,"Бишкек шаарынын Чүй-Тыныстанов көчөлөрүнүн кесилишине орнотулган СССРдин эл артисти Сүймөнкул Чокморовдун эстелиги алынып салынып, башка орнотулат. Бул тууралуу «Сүймөнкул Чокморов» атындагы коомдук фонддун директору Сагынбек Абдрахмановго шилтеп govori.tv жазды.
Сагынбек Абдрахманов буга чейин Чокморовго коюлган эстелик ага окшошпой калганы үчүн артисттин туугандарынан жана кыргыз элинен кечирим сураган. Сүймөнкул Чокморовдун эстелигин скульптор Алмаз Кожогулов жасаган. Аны ачуу аземине премьер-министр Сапар Исаков катышкан.
Алмаз Кожогулов жасаган эстелиги үчүн акчасын толук ала албай келе жатканын айтып келет. Ал эми фонддун төрагасы Сагынбек Абдрахманов эстелик окшошпой калганын, бирок ага карабастан эстеликке кеткен чыгымдын эсеп-кысабын көрсөтсө акчаны төлөп берүүгө даяр экенин билдирди.
Сагынбек Абдрахмановдун айтуусунда эстеликти алып салуу үчүн Бишкек мэри Албек Ибраимов менен кеңешүү жана анын ордуна эстелик коюу маселесин чечүү гана калды.
 
""Угушума караганда мэр Албек Ибраимовдун дагы эстелик окшошпой калды деп нааразычылыгы бар экен. Эстелик эч кимге жаккан жок. Эми анын ордуна башка эстелик жасоо тууралуу сүйлөшүүлөрдү жүргүзүп жатабыз. Бекер жасап берем деген скульпторлор да чыгууда«,—деп билдирди Сагынбек Абдрахманов.
СССРдин эл артисти, Кыргыз Республикасынын эл сүрөтчүсү Сүймөнкул Чокморовдун эстелиги 2017-жылы 9-ноябрда ачылган. Эстеликтин ачылыш аземине премьер-министр Сапар Исаков жана Бишкек мэри Албек Ибраимов катышкан. «Кыргыз өңү Сүймөнкулдун өңүндөй» деген Чокморовдун эстелиги өзүнө окшошпой калганы коомчулуктун нааразычылыгын жараткан.",culture,"Бишкек шаарынын Чүй - Тыныстанов көчөлөрүнүн кесилишине орнотулган СССРдин эл артисти Сүймөнкул Чокморовдун эстелиги алынып салынып , башка орнотулат . Бул тууралуу « Сүймөнкул Чокморов » атындагы коомдук фонддун директору Сагынбек Абдрахмановго шилтеп govori . tv жазды . Сагынбек Абдрахманов буга чейин Чокморовго коюлган эстелик ага окшошпой калганы үчүн артисттин туугандарынан жана кыргыз элинен кечирим сураган . Сүймөнкул Чокморовдун эстелигин скульптор Алмаз Кожогулов жасаган . Аны ачуу аземине премьер-министр Сапар Исаков катышкан . Алмаз Кожогулов жасаган эстелиги үчүн акчасын толук ала албай келе жатканын айтып келет . Ал эми фонддун төрагасы Сагынбек Абдрахманов эстелик окшошпой калганын , бирок ага карабастан эстеликке кеткен чыгымдын эсеп-кысабын көрсөтсө акчаны төлөп берүүгө даяр экенин билдирди . Сагынбек Абдрахмановдун айтуусунда эстеликти алып салуу үчүн Бишкек мэри Албек Ибраимов менен кеңешүү жана анын ордуна эстелик коюу маселесин чечүү гана калды . "" Угушума караганда мэр Албек Ибраимовдун дагы эстелик окшошпой калды деп нааразычылыгы бар экен . Эстелик эч кимге жаккан жок . Эми анын ордуна башка эстелик жасоо тууралуу сүйлөшүүлөрдү жүргүзүп жатабыз . Бекер жасап берем деген скульпторлор да чыгууда « , — деп билдирди Сагынбек Абдрахманов . СССРдин эл артисти , Кыргыз Республикасынын эл сүрөтчүсү Сүймөнкул Чокморовдун эстелиги 2017- жылы 9- ноябрда ачылган . Эстеликтин ачылыш аземине премьер-министр Сапар Исаков жана Бишкек мэри Албек Ибраимов катышкан . « Кыргыз өңү Сүймөнкулдун өңүндөй » деген Чокморовдун эстелиги өзүнө окшошпой калганы коомчулуктун нааразычылыгын жараткан ."
12298,"Өзбекстан президентинин тун кызы Саида Мирзиёева Ташкент облусунун Бухара районунда беш президенттик демилгени сунуштагандан эки жыл өткөн соң IV кылымдагы археологиялык казуулардын ордуна курулган жаштар комплекси кароосуз калды.
Ондогон фитнес-клубдан турган комплексин курулушуна мамлекеттик бюджеттен 2 миллиард сум (189 миң доллар) жумшалган.
Заманбап курулуштун алдында төртүнчү кылымдагы археологиялык эстелик бар. Байыркы «Самсарак» шаарын ким курганы белгисиз.
Ташкент облустук прокуратурасы маданий мурас объектилерин көзөмөлгө алуу жөнүндө сунуш киргизгенден кийин «Самсарак» шаарын бузуу фактысы боюнча кылмыш иши козголгон.
Археологиялык эстеликтер турган жерге имарат курган аткаминер жоопко тартылган. Бирок сот 239 млрд сум айып пулду Букин райондук администрациясы төлөшү керек деген чечим чыгарган.
Байыркы казуулардын ордуна тургузулган заманбап имарат Маданий мурастар департаментинин балансына өткөн. Аткаминерлер учурда жаңы комплекстен кантип кутулуунун жолун билишпейт. Азыркы мыйзамдар боюнча дөңсөөгө бир дагы экскаватор же башка курулуш техникасы чыкканга болбойт.
Ушул тапта ал жерди жолбун иттер менен мал байырлап калган.
Букин районундагы тарыхый жайда «беш демилге борборун» түзүү сунушун өзбек басылмалары «дүйнөлүк окуя» деп аташкан. 2019-жылдагы салтанатка бир катар аткаминерлер, анын ичинде Мирзиёевдин кызы Саида да катышкан.","foreign affairs,culture,politics","Өзбекстан президентинин тун кызы Саида Мирзиёева Ташкент облусунун Бухара районунда беш президенттик демилгени сунуштагандан эки жыл өткөн соң IV кылымдагы археологиялык казуулардын ордуна курулган жаштар комплекси кароосуз калды . Ондогон фитнес - клубдан турган комплексин курулушуна мамлекеттик бюджеттен 2 миллиард сум ( 189 миң доллар ) жумшалган . Заманбап курулуштун алдында төртүнчү кылымдагы археологиялык эстелик бар . Байыркы « Самсарак » шаарын ким курганы белгисиз . Ташкент облустук прокуратурасы маданий мурас объектилерин көзөмөлгө алуу жөнүндө сунуш киргизгенден кийин « Самсарак » шаарын бузуу фактысы боюнча кылмыш иши козголгон . Археологиялык эстеликтер турган жерге имарат курган аткаминер жоопко тартылган . Бирок сот 239 млрд сум айып пулду Букин райондук администрациясы төлөшү керек деген чечим чыгарган . Байыркы казуулардын ордуна тургузулган заманбап имарат Маданий мурастар департаментинин балансына өткөн . Аткаминерлер учурда жаңы комплекстен кантип кутулуунун жолун билишпейт . Азыркы мыйзамдар боюнча дөңсөөгө бир дагы экскаватор же башка курулуш техникасы чыкканга болбойт . Ушул тапта ал жерди жолбун иттер менен мал байырлап калган . Букин районундагы тарыхый жайда « беш демилге борборун » түзүү сунушун өзбек басылмалары « дүйнөлүк окуя » деп аташкан . 2019- жылдагы салтанатка бир катар аткаминерлер , анын ичинде Мирзиёевдин кызы Саида да катышкан ."
8738,"Борбор калаадагы «Ата-Түрк» эс алуучу жайынан мыйзамсыз курулган үч аттракционду бузушту. Бул тууралуу мэриянын пресс-кызматы билдирди.
Анын айтымында, аттракциондор уруксатсыз иштешкен.
 
«Айланма кичи-америкалык карусель, чынжырча карусель, «Каракчынын кемеси» селкинчеги бузулду. Белгилей кетсек, 28 аттракциондун 25ин буздурганга туура келди. Урматтуу ишкерлер, сиздерди жерди пайдалануу жана курулуш эрежелерин сактоого чакырабыз», — деп кайрылат мэрия.","law and crime,culture,local announcements","Борбор калаадагы « Ата - Түрк » эс алуучу жайынан мыйзамсыз курулган үч аттракционду бузушту . Бул тууралуу мэриянын пресс - кызматы билдирди . Анын айтымында , аттракциондор уруксатсыз иштешкен . « Айланма кичи - америкалык карусель , чынжырча карусель , « Каракчынын кемеси » селкинчеги бузулду . Белгилей кетсек , 28 аттракциондун 25ин буздурганга туура келди . Урматтуу ишкерлер , сиздерди жерди пайдалануу жана курулуш эрежелерин сактоого чакырабыз » , — деп кайрылат мэрия ."
12565,"Бишкек шаардык кеңешинин шайлоосуна катышып жаткан «Ишеним» саясий партиясынын талапкери Рыспай Аматов жана Таалайбек Дайырбеков коомдук биринчи каналдын түз эфиринде шайлоочуларга кайрылып, партиянын программасы менен кенен тааныштырды.
 
Талапкер Рыспай Аматов өз сөзүндө буларга токтолду:
«Ишеним партиясынын өзөгүн жаш, чечкиндүү, тажрыйбалуу, кесипкөй адистерден куралды. Бул курам баш калаадагы көйгөйлөрдү жөн гана сыртынан карап, курулай сынга албастан, ошол кемчиликтерди жоюп, көйгөйлөрдү чечүүнүн жолун тапкан адистерден турат. Бишкектин негизги көйгөйү — бул баш аламан курулуштар жана экология.
  
  
  
  
Ишеним партиясынын курамындагы ар бир инсан куру убада менен элди алдоодон алыс. Биздин милдет, моюнубузга алган жоопкерчиликти аткаруу. Биздин көпчүлүк мүчөлөрүбүз калың элдин катарынан чыккан карапайым адамдар. Биз ар бир шайлоочубузду сыйлайбыз. Шаарыбыздын жаркын келечеги, бакубат турмушубуз үчүн биздин партияга добуш берүүгө чакырып кетем» — деп билдирди.
 
Ал эми Таалайбек Дайырбеков болсо шайлоочуларга төмөнкүдөй кайрылуу жасады:
«Менин атым Таалайбек Дайырбеков, мен Бишкек шаарында төрөлүп, өстүм. Менин балалык чагым Свердлов районунда өттү. Мен шаарыбыздын көйгөйлөрүн айттырбай билем, ошондуктан мен төмөнкү багыттарда иштеп келгем жана иштей берем:
  
  
  
  
 
Бул кечиктирүүгө болбой турган орчундуу тапшырмалар. Ошондуктан, Бишкек шаардык Кеңешине көптөгөн жылдар бою топтолгон көйгөйлөрдү чечүү үчүн барам!
Бул багыттар менин тандоом эмес. Ушул негизги пункттарды ишке ашыруу менен биз Бишкекти бара-бара жашоого ыңгайлуу жана жагымдуу шаарга айлантабыз деп ишенем!»
***
Буйрутмачы: «Ишеним» саясий партиясы. «Ишеним» саясий партиясынын шайлоо фондунан каржы маселелери боюнча ыйгарым укуктуу өкүлү Арзымбаева Чынара Кыясовна (Күб. № 36, 10.06.2021) тарабынан төлөндү.",politics,"Бишкек шаардык кеңешинин шайлоосуна катышып жаткан « Ишеним » саясий партиясынын талапкери Рыспай Аматов жана Таалайбек Дайырбеков коомдук биринчи каналдын түз эфиринде шайлоочуларга кайрылып , партиянын программасы менен кенен тааныштырды . Талапкер Рыспай Аматов өз сөзүндө буларга токтолду : « Ишеним партиясынын өзөгүн жаш , чечкиндүү , тажрыйбалуу , кесипкөй адистерден куралды . Бул курам баш калаадагы көйгөйлөрдү жөн гана сыртынан карап , курулай сынга албастан , ошол кемчиликтерди жоюп , көйгөйлөрдү чечүүнүн жолун тапкан адистерден турат . Бишкектин негизги көйгөйү — бул баш аламан курулуштар жана экология . Ишеним партиясынын курамындагы ар бир инсан куру убада менен элди алдоодон алыс . Биздин милдет , моюнубузга алган жоопкерчиликти аткаруу . Биздин көпчүлүк мүчөлөрүбүз калың элдин катарынан чыккан карапайым адамдар . Биз ар бир шайлоочубузду сыйлайбыз . Шаарыбыздын жаркын келечеги , бакубат турмушубуз үчүн биздин партияга добуш берүүгө чакырып кетем » — деп билдирди . Ал эми Таалайбек Дайырбеков болсо шайлоочуларга төмөнкүдөй кайрылуу жасады : « Менин атым Таалайбек Дайырбеков , мен Бишкек шаарында төрөлүп , өстүм . Менин балалык чагым Свердлов районунда өттү . Мен шаарыбыздын көйгөйлөрүн айттырбай билем , ошондуктан мен төмөнкү багыттарда иштеп келгем жана иштей берем : Бул кечиктирүүгө болбой турган орчундуу тапшырмалар . Ошондуктан , Бишкек шаардык Кеңешине көптөгөн жылдар бою топтолгон көйгөйлөрдү чечүү үчүн барам ! Бул багыттар менин тандоом эмес . Ушул негизги пункттарды ишке ашыруу менен биз Бишкекти бара-бара жашоого ыңгайлуу жана жагымдуу шаарга айлантабыз деп ишенем ! » Буйрутмачы : « Ишеним » саясий партиясы . « Ишеним » саясий партиясынын шайлоо фондунан каржы маселелери боюнча ыйгарым укуктуу өкүлү Арзымбаева Чынара Кыясовна ( Күб . № 36 , 10.06.2021 ) тарабынан төлөндү ."
3192,"Балыкчы шаарынын мэрлик кызматы үчүн 2 талапкер ат салышууда. Бул тууралуу БШК маалымдады.
Аталган кызмат ордуна «Замандаш» фракциясынан 26 жаштагы Марат Кудайбергенов жана «Кыргызстан» фракциясынан 40 жаштагы Мирбек Шакиров ат салышып жатат.
Шайлоо 14-майда өтөт.
Эске салсак, мурунку шаар башчысы Алмаз Мамбетов Мамлекеттик каттоо кызматынын төрагасы болуп дайындалган.",politics,"Балыкчы шаарынын мэрлик кызматы үчүн 2 талапкер ат салышууда . Бул тууралуу БШК маалымдады . Аталган кызмат ордуна « Замандаш » фракциясынан 26 жаштагы Марат Кудайбергенов жана « Кыргызстан » фракциясынан 40 жаштагы Мирбек Шакиров ат салышып жатат . Шайлоо 14-майда өтөт . Эске салсак , мурунку шаар башчысы Алмаз Мамбетов Мамлекеттик каттоо кызматынын төрагасы болуп дайындалган ."
9094,"Бишкекте кичи автобустардын айдоочулары жол кирени 20 сомго көтөрүүнү сунуштоодо. Бул тууралуу 24.kg агенттигине «Альянс БУС» ишканасынын өкүлү Григорий Николаиди билдирди.
Анын айтымында, пандемия мезгилинде микроавтобустун айдоочулары чыгымга учурап жатышат.
«Унаалар бош болуп, орундардын 70-80 пайызы гана толушу керек. Бул чыгымдарды актабайт. Андыктан азыр өзгөчө кырдаал убагында жол кирени көтөрүп турса. Жүргүнчүлөр 20 сом үчүн олтуруп барууга даяр», — дейт ал.
Григорий Николаиди сунуш республикалык штабка маалымдаларын белгилейт.",society,"Бишкекте кичи автобустардын айдоочулары жол кирени 20 сомго көтөрүүнү сунуштоодо . Бул тууралуу 24 . kg агенттигине « Альянс БУС » ишканасынын өкүлү Григорий Николаиди билдирди . Анын айтымында , пандемия мезгилинде микроавтобустун айдоочулары чыгымга учурап жатышат . « Унаалар бош болуп , орундардын 70- 80 пайызы гана толушу керек . Бул чыгымдарды актабайт . Андыктан азыр өзгөчө кырдаал убагында жол кирени көтөрүп турса . Жүргүнчүлөр 20 сом үчүн олтуруп барууга даяр » , — дейт ал . Григорий Николаиди сунуш республикалык штабка маалымдаларын белгилейт ."
8955,"Бишкекте маршруттук кичи автобустун айдоочусу менен троллейбустун айдоочусу мушташып кетти. Окуянын видеосун активист Болот Ибрагимов жарыялады.
 
Тасманын кадрында эки айдоочу жакалашып, жолдун ортосунда мушташып жатканын көрүүгө болот. Аларды ажыратууга ортого үчүнчү адам түшкөн.
Патрулдук милиция кызматы 24.kg пгенттигине окуянын бүгүн болгонун маалымдады. Бирок бул факт боюнча милиция бөлүмүнө эч ким кайрылган эмес. Андыктан эки айдоочунун ортосундагы чырдын эмнеден чыкканы белгисиз.",law and crime,"Бишкекте маршруттук кичи автобустун айдоочусу менен троллейбустун айдоочусу мушташып кетти . Окуянын видеосун активист Болот Ибрагимов жарыялады . Тасманын кадрында эки айдоочу жакалашып , жолдун ортосунда мушташып жатканын көрүүгө болот . Аларды ажыратууга ортого үчүнчү адам түшкөн . Патрулдук милиция кызматы 24 . kg пгенттигине окуянын бүгүн болгонун маалымдады . Бирок бул факт боюнча милиция бөлүмүнө эч ким кайрылган эмес . Андыктан эки айдоочунун ортосундагы чырдын эмнеден чыкканы белгисиз ."
12410,"Бишкек шаардык кеңешке кайра шайлоого 17 партия катышат. Бул тууралуу Борбордук шайлоо комиссиясы билдирди.
Алар:
— «Ата-Журт Кыргызстан»; — «Эмгек партиясы»; — «Туран» демократиялык партиясы"" ; — «Келечек-Будущее»; — «Реформа»; — «Өнүгүү-Прогресс»; — «Биздин Кыргызстан»; — «Биздин Эл»; — «Столица» демократиялык партиясы«; — «Замандаш»; — «Ынтымак»; — «Күч бирдикте» социалдык-саясий партиясы«; — «Жаңы-Мезгил»; — «Социал-демократтар»; — «Ишеним»; — «Улуу-Журт»; — «Жашыл Кыргызстан партиясы».
Эскерте кетсек, 11-апрелде өткөн Бишкек шаардык кеңешке шайлоо добуш сатып алууларга байланыштуу жараксыз деп табылган. Кайра шайлоо 11-июлга белгиленген.",politics,"Бишкек шаардык кеңешке кайра шайлоого 17 партия катышат . Бул тууралуу Борбордук шайлоо комиссиясы билдирди . Алар : — « Ата - Журт Кыргызстан » ; — « Эмгек партиясы » ; — « Туран » демократиялык партиясы "" ; — « Келечек - Будущее » ; — « Реформа » ; — « Өнүгүү - Прогресс » ; — « Биздин Кыргызстан » ; — « Биздин Эл » ; — « Столица » демократиялык партиясы « ; — « Замандаш » ; — « Ынтымак » ; — « Күч бирдикте » социалдык - саясий партиясы « ; — « Жаңы - Мезгил » ; — « Социал - демократтар » ; — « Ишеним » ; — « Улуу - Журт » ; — « Жашыл Кыргызстан партиясы » . Эскерте кетсек , 11- апрелде өткөн Бишкек шаардык кеңешке шайлоо добуш сатып алууларга байланыштуу жараксыз деп табылган . Кайра шайлоо 11-июлга белгиленген ."
12768,"Бишкек шаардык кеңешинин төрагасы болуп «Ата-Журт Кыргызстан» партиясынан депутат болгон Куванычбек Конгантиев шайланды. Бул боюнча чечим бүгүн шаардык кеңештин биринчи жыйынында кабыл алынды. 
Шаардык кеңештин төрагасынын орун басары болуп «Эмгек» партиясынан депутат болгон Токтосун Султанов шайланды.
«Эмгек», «Ата-Журт Кыргызстан», «Ишеним», «Өнүгүү-Прогресс» партиялары коалиция түзүп,  «Ынтымак» жана «Социал-демократтар» партиясы оппозицияда калды. 
Кубанычбек Конгантиев мурдакы ички иштер министри Молдомуса Конгантиевдин уулу. ",politics,"Бишкек шаардык кеңешинин төрагасы болуп « Ата - Журт Кыргызстан » партиясынан депутат болгон Куванычбек Конгантиев шайланды . Бул боюнча чечим бүгүн шаардык кеңештин биринчи жыйынында кабыл алынды . Шаардык кеңештин төрагасынын орун басары болуп « Эмгек » партиясынан депутат болгон Токтосун Султанов шайланды . « Эмгек » , « Ата - Журт Кыргызстан » , « Ишеним » , « Өнүгүү - Прогресс » партиялары коалиция түзүп , « Ынтымак » жана « Социал - демократтар » партиясы оппозицияда калды . Кубанычбек Конгантиев мурдакы ички иштер министри Молдомуса Конгантиевдин уулу ."
20090,"Бишкек мэри Албек Ибраимов 2019-жылдан тартып үйбашылардын маянасын жогорулатууну убала кылды. Бул тууралуу ал, бүгүн Ленин районунун тургундары менен болгон жолугушуу учурунда билдирди. 
Жыйында үйбашылардын бири, буга чейин кала башчысы алардын маянасын жогорулатууну убада кылганын эске салды.
«Менин жогорку билимим бар. Бирок ден-соолугума байланыштуу кесибим боюнча иштей албайм. Маянам болсо өтө эле аз. Аны менен канча пенсия алаарымды деле билбейм», — деди ал.  Мэр жаңы жылдан тартып алардын маянасы жогорулай турганын айтты.","society,politics","Бишкек мэри Албек Ибраимов 2019- жылдан тартып үйбашылардын маянасын жогорулатууну убала кылды . Бул тууралуу ал , бүгүн Ленин районунун тургундары менен болгон жолугушуу учурунда билдирди . Жыйында үйбашылардын бири , буга чейин кала башчысы алардын маянасын жогорулатууну убада кылганын эске салды . « Менин жогорку билимим бар . Бирок ден - соолугума байланыштуу кесибим боюнча иштей албайм . Маянам болсо өтө эле аз . Аны менен канча пенсия алаарымды деле билбейм » , — деди ал . Мэр жаңы жылдан тартып алардын маянасы жогорулай турганын айтты ."
23005,"Бишкек мэриясы 10 соток жер аянтын муниципалдык менчикке кайтарып алды. Бул тууралуу басма сөз кызматы билдирди.
 
Маалыматка ылайык, жерди пайдалануу жана курулуш башкармалыгы Түштүк магистралдагы велосипед жолун жана жөө адамдар жүрүүчү тар жолду курууга тоскоол болуп жаткан унаа токтотуучу жайды бузуп салды.
 
«Жалпы аянты 10 соток болгон муниципалдык аймакты мыйзамсыз курчап алышкан. Чыңгыз Айтматов жана Түштүк магистралдын кесилишиндеги № 97/4 үйдүн бастырмасы жана тосмолору алынып салынды», -деп жазылат билдирүүдө.","development,politics","Бишкек мэриясы 10 соток жер аянтын муниципалдык менчикке кайтарып алды . Бул тууралуу басма сөз кызматы билдирди . Маалыматка ылайык , жерди пайдалануу жана курулуш башкармалыгы Түштүк магистралдагы велосипед жолун жана жөө адамдар жүрүүчү тар жолду курууга тоскоол болуп жаткан унаа токтотуучу жайды бузуп салды . « Жалпы аянты 10 соток болгон муниципалдык аймакты мыйзамсыз курчап алышкан . Чыңгыз Айтматов жана Түштүк магистралдын кесилишиндеги №"
7768,"Балдарды жана жаштарды реабилитациялоо борборунун 4 кызматкери кайра өз кызмат ордуна келет. Бул тууралуу 24.kg агенттигине мекеменин директору Алексей Петрушевский билдирди. 
Анын айтымында, психолог, таарбиячы жана эки соцкызматкери 2019-жылдын март айында жумуштан бошотулган.
«Биринчи райондук соту, аларды кайра жумушка алуу чечимин чыгарды. Ишке чыкбаганга мажбур болгон үчүн ар-бирине 70 миң сом компенцация төлөнүп берилет. Бул чечим менен макул болбогон директор Бишкек шаардык сотуна кайрылган. Бирок сот, биринчи чечимди өзгөртүүсүз калтырды», — дейт Алекскей Петрушевский.
Эске салсак, мурун шардык депутаттар балдарды жана жаштарды реабилитациялоо борборунун жаап, курулушту балдар бакчасына берүүнү сунуштаган. Бирок гранттык акчага салынган футболдук талааны бузуш кереги маалым болгон.",society,"Балдарды жана жаштарды реабилитациялоо борборунун 4 кызматкери кайра өз кызмат ордуна келет . Бул тууралуу 24 . kg агенттигине мекеменин директору Алексей Петрушевский билдирди . Анын айтымында , психолог , таарбиячы жана эки соцкызматкери 2019- жылдын март айында жумуштан бошотулган . « Биринчи райондук соту , аларды кайра жумушка алуу чечимин чыгарды . Ишке чыкбаганга мажбур болгон үчүн ар - бирине 70 миң сом компенцация төлөнүп берилет . Бул чечим менен макул болбогон директор Бишкек шаардык сотуна кайрылган . Бирок сот , биринчи чечимди өзгөртүүсүз калтырды » , — дейт Алекскей Петрушевский . Эске салсак , мурун шардык депутаттар балдарды жана жаштарды реабилитациялоо борборунун жаап , курулушту балдар бакчасына берүүнү сунуштаган . Бирок гранттык акчага салынган футболдук талааны бузуш кереги маалым болгон ."
